number,code,emoji,name,name.var
1501,U+1F22F,🈯,Japanese “reserved” button,Japanese_reserved_button
1502,U+1F250,🉐,Japanese “bargain” button,Japanese_bargain_button
1503,U+1F239,🈹,Japanese “discount” button,Japanese_discount_button
1504,U+1F21A,🈚,Japanese “free of charge” button,Japanese_free_of_charge_button
1505,U+1F232,🈲,Japanese “prohibited” button,Japanese_prohibited_button
1506,U+1F251,🉑,Japanese “acceptable” button,Japanese_acceptable_button
1507,U+1F238,🈸,Japanese “application” button,Japanese_application_button
1508,U+1F234,🈴,Japanese “passing grade” button,Japanese_passing_grade_button
1509,U+1F233,🈳,Japanese “vacancy” button,Japanese_vacancy_button
1510,U+3297,㊗,Japanese “congratulations” button,Japanese_congratulations_button
1511,U+3299,㊙,Japanese “secret” button,Japanese_secret_button
1512,U+1F23A,🈺,Japanese “open for business” button,Japanese_open_for_business_button
1513,U+1F235,🈵,Japanese “no vacancy” button,Japanese_no_vacancy_button
1514,U+1F534,🔴,red circle,red_circle
1515,U+1F7E0,🟠,orange circle,orange_circle
1516,U+1F7E1,🟡,yellow circle,yellow_circle
1517,U+1F7E2,🟢,green circle,green_circle
1518,U+1F535,🔵,blue circle,blue_circle
1519,U+1F7E3,🟣,purple circle,purple_circle
1520,U+1F7E4,🟤,brown circle,brown_circle
1521,U+26AB,⚫,black circle,black_circle
1522,U+26AA,⚪,white circle,white_circle
1523,U+1F7E5,🟥,red square,red_square
1524,U+1F7E7,🟧,orange square,orange_square
1525,U+1F7E8,🟨,yellow square,yellow_square
1526,U+1F7E9,🟩,green square,green_square
1527,U+1F7E6,🟦,blue square,blue_square
1528,U+1F7EA,🟪,purple square,purple_square
1529,U+1F7EB,🟫,brown square,brown_square
1530,U+2B1B,⬛,black large square,black_large_square
1531,U+2B1C,⬜,white large square,white_large_square
1532,U+25FC,◼,black medium square,black_medium_square
1533,U+25FB,◻,white medium square,white_medium_square
1534,U+25FE,◾,black medium-small square,black_medium_small_square
1535,U+25FD,◽,white medium-small square,white_medium_small_square
1536,U+25AA,▪,black small square,black_small_square
1537,U+25AB,▫,white small square,white_small_square
1538,U+1F536,🔶,large orange diamond,large_orange_diamond
1539,U+1F537,🔷,large blue diamond,large_blue_diamond
1540,U+1F538,🔸,small orange diamond,small_orange_diamond
1541,U+1F539,🔹,small blue diamond,small_blue_diamond
1542,U+1F53A,🔺,red triangle pointed up,red_triangle_pointed_up
1543,U+1F53B,🔻,red triangle pointed down,red_triangle_pointed_down
1544,U+1F4A0,💠,diamond with a dot,diamond_with_a_dot
1545,U+1F518,🔘,radio button,radio_button
1546,U+1F533,🔳,white square button,white_square_button
1547,U+1F532,🔲,black square button,black_square_button
1548,U+1F3C1,🏁,chequered flag,chequered_flag
1549,U+1F6A9,🚩,triangular flag,triangular_flag
1550,U+1F38C,🎌,crossed flags,crossed_flags
1551,U+1F3F4,🏴,black flag,black_flag
1552,U+1F3F3,🏳,white flag,white_flag
1553,U+1F3F3 U+FE0F U+200D U+1F308,🏳️‍🌈,rainbow flag,rainbow_flag
1554,U+1F3F3 U+FE0F U+200D U+26A7 U+FE0F,🏳️‍⚧️,transgender flag,transgender_flag
1555,U+1F3F4 U+200D U+2620 U+FE0F,🏴‍☠️,pirate flag,pirate_flag
1556,U+1F1E6 U+1F1E8,🇦🇨,flag: Ascension Island,flag_Ascension_Island
1557,U+1F1E6 U+1F1E9,🇦🇩,flag: Andorra,flag_Andorra
1558,U+1F1E6 U+1F1EA,🇦🇪,flag: United Arab Emirates,flag_United_Arab_Emirates
1559,U+1F1E6 U+1F1EB,🇦🇫,flag: Afghanistan,flag_Afghanistan
1560,U+1F1E6 U+1F1EC,🇦🇬,flag: Antigua & Barbuda,flag_Antigua_and_Barbuda
1561,U+1F1E6 U+1F1EE,🇦🇮,flag: Anguilla,flag_Anguilla
1562,U+1F1E6 U+1F1F1,🇦🇱,flag: Albania,flag_Albania
1563,U+1F1E6 U+1F1F2,🇦🇲,flag: Armenia,flag_Armenia
1564,U+1F1E6 U+1F1F4,🇦🇴,flag: Angola,flag_Angola
1565,U+1F1E6 U+1F1F6,🇦🇶,flag: Antarctica,flag_Antarctica
1566,U+1F1E6 U+1F1F7,🇦🇷,flag: Argentina,flag_Argentina
1567,U+1F1E6 U+1F1F8,🇦🇸,flag: American Samoa,flag_American_Samoa
1568,U+1F1E6 U+1F1F9,🇦🇹,flag: Austria,flag_Austria
1569,U+1F1E6 U+1F1FA,🇦🇺,flag: Australia,flag_Australia
1570,U+1F1E6 U+1F1FC,🇦🇼,flag: Aruba,flag_Aruba
1571,U+1F1E6 U+1F1FD,🇦🇽,flag: Åland Islands,flag_Åland_Islands
1572,U+1F1E6 U+1F1FF,🇦🇿,flag: Azerbaijan,flag_Azerbaijan
1573,U+1F1E7 U+1F1E6,🇧🇦,flag: Bosnia & Herzegovina,flag_Bosnia_and_Herzegovina
1574,U+1F1E7 U+1F1E7,🇧🇧,flag: Barbados,flag_Barbados
1575,U+1F1E7 U+1F1E9,🇧🇩,flag: Bangladesh,flag_Bangladesh
1576,U+1F1E7 U+1F1EA,🇧🇪,flag: Belgium,flag_Belgium
1577,U+1F1E7 U+1F1EB,🇧🇫,flag: Burkina Faso,flag_Burkina_Faso
1578,U+1F1E7 U+1F1EC,🇧🇬,flag: Bulgaria,flag_Bulgaria
1579,U+1F1E7 U+1F1ED,🇧🇭,flag: Bahrain,flag_Bahrain
1580,U+1F1E7 U+1F1EE,🇧🇮,flag: Burundi,flag_Burundi
1581,U+1F1E7 U+1F1EF,🇧🇯,flag: Benin,flag_Benin
1582,U+1F1E7 U+1F1F1,🇧🇱,flag: St: Barthélemy,flag_St_Barthélemy
1583,U+1F1E7 U+1F1F2,🇧🇲,flag: Bermuda,flag_Bermuda
1584,U+1F1E7 U+1F1F3,🇧🇳,flag: Brunei,flag_Brunei
1585,U+1F1E7 U+1F1F4,🇧🇴,flag: Bolivia,flag_Bolivia
1586,U+1F1E7 U+1F1F6,🇧🇶,flag: Caribbean Netherlands,flag_Caribbean_Netherlands
1587,U+1F1E7 U+1F1F7,🇧🇷,flag: Brazil,flag_Brazil
1588,U+1F1E7 U+1F1F8,🇧🇸,flag: Bahamas,flag_Bahamas
1589,U+1F1E7 U+1F1F9,🇧🇹,flag: Bhutan,flag_Bhutan
1590,U+1F1E7 U+1F1FB,🇧🇻,flag: Bouvet Island,flag_Bouvet_Island
1591,U+1F1E7 U+1F1FC,🇧🇼,flag: Botswana,flag_Botswana
1592,U+1F1E7 U+1F1FE,🇧🇾,flag: Belarus,flag_Belarus
1593,U+1F1E7 U+1F1FF,🇧🇿,flag: Belize,flag_Belize
1594,U+1F1E8 U+1F1E6,🇨🇦,flag: Canada,flag_Canada
1595,U+1F1E8 U+1F1E8,🇨🇨,flag: Cocos (Keeling) Islands,flag_Cocos_Islands
1596,U+1F1E8 U+1F1E9,🇨🇩,flag: Congo - Kinshasa,flag_Congo_Kinshasa
1597,U+1F1E8 U+1F1EB,🇨🇫,flag: Central African Republic,flag_Central_African_Republic
1598,U+1F1E8 U+1F1EC,🇨🇬,flag: Congo - Brazzaville,flag_Congo_Brazzaville
1599,U+1F1E8 U+1F1ED,🇨🇭,flag: Switzerland,flag_Switzerland
1600,U+1F1E8 U+1F1EE,🇨🇮,flag: Côte d’Ivoire,flag_Côte_d_Ivoire
1601,U+1F1E8 U+1F1F0,🇨🇰,flag: Cook Islands,flag_Cook_Islands
1602,U+1F1E8 U+1F1F1,🇨🇱,flag: Chile,flag_Chile
1603,U+1F1E8 U+1F1F2,🇨🇲,flag: Cameroon,flag_Cameroon
1604,U+1F1E8 U+1F1F3,🇨🇳,flag: China,flag_China
1605,U+1F1E8 U+1F1F4,🇨🇴,flag: Colombia,flag_Colombia
1606,U+1F1E8 U+1F1F5,🇨🇵,flag: Clipperton Island,flag_Clipperton_Island
1607,U+1F1E8 U+1F1F7,🇨🇷,flag: Costa Rica,flag_Costa_Rica
1608,U+1F1E8 U+1F1FA,🇨🇺,flag: Cuba,flag_Cuba
1609,U+1F1E8 U+1F1FB,🇨🇻,flag: Cape Verde,flag_Cape_Verde
1610,U+1F1E8 U+1F1FC,🇨🇼,flag: Curaçao,flag_Curaçao
1611,U+1F1E8 U+1F1FD,🇨🇽,flag: Christmas Island,flag_Christmas_Island
1612,U+1F1E8 U+1F1FE,🇨🇾,flag: Cyprus,flag_Cyprus
1613,U+1F1E8 U+1F1FF,🇨🇿,flag: Czechia,flag_Czechia
1614,U+1F1E9 U+1F1EA,🇩🇪,flag: Germany,flag_Germany
1615,U+1F1E9 U+1F1EC,🇩🇬,flag: Diego Garcia,flag_Diego_Garcia
1616,U+1F1E9 U+1F1EF,🇩🇯,flag: Djibouti,flag_Djibouti
1617,U+1F1E9 U+1F1F0,🇩🇰,flag: Denmark,flag_Denmark
1618,U+1F1E9 U+1F1F2,🇩🇲,flag: Dominica,flag_Dominica
1619,U+1F1E9 U+1F1F4,🇩🇴,flag: Dominican Republic,flag_Dominican_Republic
1620,U+1F1E9 U+1F1FF,🇩🇿,flag: Algeria,flag_Algeria
1621,U+1F1EA U+1F1E6,🇪🇦,flag: Ceuta & Melilla,flag_Ceuta_and_Melilla
1622,U+1F1EA U+1F1E8,🇪🇨,flag: Ecuador,flag_Ecuador
1623,U+1F1EA U+1F1EA,🇪🇪,flag: Estonia,flag_Estonia
1624,U+1F1EA U+1F1EC,🇪🇬,flag: Egypt,flag_Egypt
1625,U+1F1EA U+1F1ED,🇪🇭,flag: Western Sahara,flag_Western_Sahara
1626,U+1F1EA U+1F1F7,🇪🇷,flag: Eritrea,flag_Eritrea
1627,U+1F1EA U+1F1F8,🇪🇸,flag: Spain,flag_Spain
1628,U+1F1EA U+1F1F9,🇪🇹,flag: Ethiopia,flag_Ethiopia
1629,U+1F1EA U+1F1FA,🇪🇺,flag: European Union,flag_European_Union
1630,U+1F1EB U+1F1EE,🇫🇮,flag: Finland,flag_Finland
1631,U+1F1EB U+1F1EF,🇫🇯,flag: Fiji,flag_Fiji
1632,U+1F1EB U+1F1F0,🇫🇰,flag: Falkland Islands,flag_Falkland_Islands
1633,U+1F1EB U+1F1F2,🇫🇲,flag: Micronesia,flag_Micronesia
1634,U+1F1EB U+1F1F4,🇫🇴,flag: Faroe Islands,flag_Faroe_Islands
1635,U+1F1EB U+1F1F7,🇫🇷,flag: France,flag_France
1636,U+1F1EC U+1F1E6,🇬🇦,flag: Gabon,flag_Gabon
1637,U+1F1EC U+1F1E7,🇬🇧,flag: United Kingdom,flag_United_Kingdom
1638,U+1F1EC U+1F1E9,🇬🇩,flag: Grenada,flag_Grenada
1639,U+1F1EC U+1F1EA,🇬🇪,flag: Georgia,flag_Georgia
1640,U+1F1EC U+1F1EB,🇬🇫,flag: French Guiana,flag_French_Guiana
1641,U+1F1EC U+1F1EC,🇬🇬,flag: Guernsey,flag_Guernsey
1642,U+1F1EC U+1F1ED,🇬🇭,flag: Ghana,flag_Ghana
1643,U+1F1EC U+1F1EE,🇬🇮,flag: Gibraltar,flag_Gibraltar
1644,U+1F1EC U+1F1F1,🇬🇱,flag: Greenland,flag_Greenland
1645,U+1F1EC U+1F1F2,🇬🇲,flag: Gambia,flag_Gambia
1646,U+1F1EC U+1F1F3,🇬🇳,flag: Guinea,flag_Guinea
1647,U+1F1EC U+1F1F5,🇬🇵,flag: Guadeloupe,flag_Guadeloupe
1648,U+1F1EC U+1F1F6,🇬🇶,flag: Equatorial Guinea,flag_Equatorial_Guinea
1649,U+1F1EC U+1F1F7,🇬🇷,flag: Greece,flag_Greece
1650,U+1F1EC U+1F1F8,🇬🇸,flag: South Georgia & South Sandwich Islands,flag_South_Georgia_and_South_Sandwich_Islands
1651,U+1F1EC U+1F1F9,🇬🇹,flag: Guatemala,flag_Guatemala
1652,U+1F1EC U+1F1FA,🇬🇺,flag: Guam,flag_Guam
1653,U+1F1EC U+1F1FC,🇬🇼,flag: Guinea-Bissau,flag_Guinea_Bissau
1654,U+1F1EC U+1F1FE,🇬🇾,flag: Guyana,flag_Guyana
1655,U+1F1ED U+1F1F0,🇭🇰,flag: Hong Kong SAR China,flag_Hong_Kong_SAR_China
1656,U+1F1ED U+1F1F2,🇭🇲,flag: Heard & McDonald Islands,flag_Heard_and_McDonald_Islands
1657,U+1F1ED U+1F1F3,🇭🇳,flag: Honduras,flag_Honduras
1658,U+1F1ED U+1F1F7,🇭🇷,flag: Croatia,flag_Croatia
1659,U+1F1ED U+1F1F9,🇭🇹,flag: Haiti,flag_Haiti
1660,U+1F1ED U+1F1FA,🇭🇺,flag: Hungary,flag_Hungary
1661,U+1F1EE U+1F1E8,🇮🇨,flag: Canary Islands,flag_Canary_Islands
1662,U+1F1EE U+1F1E9,🇮🇩,flag: Indonesia,flag_Indonesia
1663,U+1F1EE U+1F1EA,🇮🇪,flag: Ireland,flag_Ireland
1664,U+1F1EE U+1F1F1,🇮🇱,flag: Israel,flag_Israel
1665,U+1F1EE U+1F1F2,🇮🇲,flag: Isle of Man,flag_Isle_of_Man
1666,U+1F1EE U+1F1F3,🇮🇳,flag: India,flag_India
1667,U+1F1EE U+1F1F4,🇮🇴,flag: British Indian Ocean Territory,flag_British_Indian_Ocean_Territory
1668,U+1F1EE U+1F1F6,🇮🇶,flag: Iraq,flag_Iraq
1669,U+1F1EE U+1F1F7,🇮🇷,flag: Iran,flag_Iran
1670,U+1F1EE U+1F1F8,🇮🇸,flag: Iceland,flag_Iceland
1671,U+1F1EE U+1F1F9,🇮🇹,flag: Italy,flag_Italy
1672,U+1F1EF U+1F1EA,🇯🇪,flag: Jersey,flag_Jersey
1673,U+1F1EF U+1F1F2,🇯🇲,flag: Jamaica,flag_Jamaica
1674,U+1F1EF U+1F1F4,🇯🇴,flag: Jordan,flag_Jordan
1675,U+1F1EF U+1F1F5,🇯🇵,flag: Japan,flag_Japan
1676,U+1F1F0 U+1F1EA,🇰🇪,flag: Kenya,flag_Kenya
1677,U+1F1F0 U+1F1EC,🇰🇬,flag: Kyrgyzstan,flag_Kyrgyzstan
1678,U+1F1F0 U+1F1ED,🇰🇭,flag: Cambodia,flag_Cambodia
1679,U+1F1F0 U+1F1EE,🇰🇮,flag: Kiribati,flag_Kiribati
1680,U+1F1F0 U+1F1F2,🇰🇲,flag: Comoros,flag_Comoros
1681,U+1F1F0 U+1F1F3,🇰🇳,flag: St: Kitts & Nevis,flag_St_Kitts_and_Nevis
1682,U+1F1F0 U+1F1F5,🇰🇵,flag: North Korea,flag_North_Korea
1683,U+1F1F0 U+1F1F7,🇰🇷,flag: South Korea,flag_South_Korea
1684,U+1F1F0 U+1F1FC,🇰🇼,flag: Kuwait,flag_Kuwait
1685,U+1F1F0 U+1F1FE,🇰🇾,flag: Cayman Islands,flag_Cayman_Islands
1686,U+1F1F0 U+1F1FF,🇰🇿,flag: Kazakhstan,flag_Kazakhstan
1687,U+1F1F1 U+1F1E6,🇱🇦,flag: Laos,flag_Laos
1688,U+1F1F1 U+1F1E7,🇱🇧,flag: Lebanon,flag_Lebanon
1689,U+1F1F1 U+1F1E8,🇱🇨,flag: St: Lucia,flag_St_Lucia
1690,U+1F1F1 U+1F1EE,🇱🇮,flag: Liechtenstein,flag_Liechtenstein
1691,U+1F1F1 U+1F1F0,🇱🇰,flag: Sri Lanka,flag_Sri_Lanka
1692,U+1F1F1 U+1F1F7,🇱🇷,flag: Liberia,flag_Liberia
1693,U+1F1F1 U+1F1F8,🇱🇸,flag: Lesotho,flag_Lesotho
1694,U+1F1F1 U+1F1F9,🇱🇹,flag: Lithuania,flag_Lithuania
1695,U+1F1F1 U+1F1FA,🇱🇺,flag: Luxembourg,flag_Luxembourg
1696,U+1F1F1 U+1F1FB,🇱🇻,flag: Latvia,flag_Latvia
1697,U+1F1F1 U+1F1FE,🇱🇾,flag: Libya,flag_Libya
1698,U+1F1F2 U+1F1E6,🇲🇦,flag: Morocco,flag_Morocco
1699,U+1F1F2 U+1F1E8,🇲🇨,flag: Monaco,flag_Monaco
1700,U+1F1F2 U+1F1E9,🇲🇩,flag: Moldova,flag_Moldova
1701,U+1F1F2 U+1F1EA,🇲🇪,flag: Montenegro,flag_Montenegro
1702,U+1F1F2 U+1F1EB,🇲🇫,flag: St: Martin,flag_St_Martin
1703,U+1F1F2 U+1F1EC,🇲🇬,flag: Madagascar,flag_Madagascar
1704,U+1F1F2 U+1F1ED,🇲🇭,flag: Marshall Islands,flag_Marshall_Islands
1705,U+1F1F2 U+1F1F0,🇲🇰,flag: North Macedonia,flag_North_Macedonia
1706,U+1F1F2 U+1F1F1,🇲🇱,flag: Mali,flag_Mali
1707,U+1F1F2 U+1F1F2,🇲🇲,flag: Myanmar (Burma),flag_Myanmar_(Burma)
1708,U+1F1F2 U+1F1F3,🇲🇳,flag: Mongolia,flag_Mongolia
1709,U+1F1F2 U+1F1F4,🇲🇴,flag: Macao SAR China,flag_Macao_SAR_China
1710,U+1F1F2 U+1F1F5,🇲🇵,flag: Northern Mariana Islands,flag_Northern_Mariana_Islands
1711,U+1F1F2 U+1F1F6,🇲🇶,flag: Martinique,flag_Martinique
1712,U+1F1F2 U+1F1F7,🇲🇷,flag: Mauritania,flag_Mauritania
1713,U+1F1F2 U+1F1F8,🇲🇸,flag: Montserrat,flag_Montserrat
1714,U+1F1F2 U+1F1F9,🇲🇹,flag: Malta,flag_Malta
1715,U+1F1F2 U+1F1FA,🇲🇺,flag: Mauritius,flag_Mauritius
1716,U+1F1F2 U+1F1FB,🇲🇻,flag: Maldives,flag_Maldives
1717,U+1F1F2 U+1F1FC,🇲🇼,flag: Malawi,flag_Malawi
1718,U+1F1F2 U+1F1FD,🇲🇽,flag: Mexico,flag_Mexico
1719,U+1F1F2 U+1F1FE,🇲🇾,flag: Malaysia,flag_Malaysia
1720,U+1F1F2 U+1F1FF,🇲🇿,flag: Mozambique,flag_Mozambique
1721,U+1F1F3 U+1F1E6,🇳🇦,flag: Namibia,flag_Namibia
1722,U+1F1F3 U+1F1E8,🇳🇨,flag: New Caledonia,flag_New_Caledonia
1723,U+1F1F3 U+1F1EA,🇳🇪,flag: Niger,flag_Niger
1724,U+1F1F3 U+1F1EB,🇳🇫,flag: Norfolk Island,flag_Norfolk_Island
1725,U+1F1F3 U+1F1EC,🇳🇬,flag: Nigeria,flag_Nigeria
1726,U+1F1F3 U+1F1EE,🇳🇮,flag: Nicaragua,flag_Nicaragua
1727,U+1F1F3 U+1F1F1,🇳🇱,flag: Netherlands,flag_Netherlands
1728,U+1F1F3 U+1F1F4,🇳🇴,flag: Norway,flag_Norway
1729,U+1F1F3 U+1F1F5,🇳🇵,flag: Nepal,flag_Nepal
1730,U+1F1F3 U+1F1F7,🇳🇷,flag: Nauru,flag_Nauru
1731,U+1F1F3 U+1F1FA,🇳🇺,flag: Niue,flag_Niue
1732,U+1F1F3 U+1F1FF,🇳🇿,flag: New Zealand,flag_New_Zealand
1733,U+1F1F4 U+1F1F2,🇴🇲,flag: Oman,flag_Oman
1734,U+1F1F5 U+1F1E6,🇵🇦,flag: Panama,flag_Panama
1735,U+1F1F5 U+1F1EA,🇵🇪,flag: Peru,flag_Peru
1736,U+1F1F5 U+1F1EB,🇵🇫,flag: French Polynesia,flag_French_Polynesia
1737,U+1F1F5 U+1F1EC,🇵🇬,flag: Papua New Guinea,flag_Papua_New_Guinea
1738,U+1F1F5 U+1F1ED,🇵🇭,flag: Philippines,flag_Philippines
1739,U+1F1F5 U+1F1F0,🇵🇰,flag: Pakistan,flag_Pakistan
1740,U+1F1F5 U+1F1F1,🇵🇱,flag: Poland,flag_Poland
1741,U+1F1F5 U+1F1F2,🇵🇲,flag: St: Pierre & Miquelon,flag_St_Pierre_and_Miquelon
1742,U+1F1F5 U+1F1F3,🇵🇳,flag: Pitcairn Islands,flag_Pitcairn_Islands
1743,U+1F1F5 U+1F1F7,🇵🇷,flag: Puerto Rico,flag_Puerto_Rico
1744,U+1F1F5 U+1F1F8,🇵🇸,flag: Palestinian Territories,flag_Palestinian_Territories
1745,U+1F1F5 U+1F1F9,🇵🇹,flag: Portugal,flag_Portugal
1746,U+1F1F5 U+1F1FC,🇵🇼,flag: Palau,flag_Palau
1747,U+1F1F5 U+1F1FE,🇵🇾,flag: Paraguay,flag_Paraguay
1748,U+1F1F6 U+1F1E6,🇶🇦,flag: Qatar,flag_Qatar
1749,U+1F1F7 U+1F1EA,🇷🇪,flag: Réunion,flag_Réunion
1750,U+1F1F7 U+1F1F4,🇷🇴,flag: Romania,flag_Romania
1751,U+1F1F7 U+1F1F8,🇷🇸,flag: Serbia,flag_Serbia
1752,U+1F1F7 U+1F1FA,🇷🇺,flag: Russia,flag_Russia
1753,U+1F1F7 U+1F1FC,🇷🇼,flag: Rwanda,flag_Rwanda
1754,U+1F1F8 U+1F1E6,🇸🇦,flag: Saudi Arabia,flag_Saudi_Arabia
1755,U+1F1F8 U+1F1E7,🇸🇧,flag: Solomon Islands,flag_Solomon_Islands
1756,U+1F1F8 U+1F1E8,🇸🇨,flag: Seychelles,flag_Seychelles
1757,U+1F1F8 U+1F1E9,🇸🇩,flag: Sudan,flag_Sudan
1758,U+1F1F8 U+1F1EA,🇸🇪,flag: Sweden,flag_Sweden
1759,U+1F1F8 U+1F1EC,🇸🇬,flag: Singapore,flag_Singapore
1760,U+1F1F8 U+1F1ED,🇸🇭,flag: St: Helena,flag_St_Helena
1761,U+1F1F8 U+1F1EE,🇸🇮,flag: Slovenia,flag_Slovenia
1762,U+1F1F8 U+1F1EF,🇸🇯,flag: Svalbard & Jan Mayen,flag_Svalbard_and_Jan_Mayen
1763,U+1F1F8 U+1F1F0,🇸🇰,flag: Slovakia,flag_Slovakia
1764,U+1F1F8 U+1F1F1,🇸🇱,flag: Sierra Leone,flag_Sierra_Leone
1765,U+1F1F8 U+1F1F2,🇸🇲,flag: San Marino,flag_San_Marino
1766,U+1F1F8 U+1F1F3,🇸🇳,flag: Senegal,flag_Senegal
1767,U+1F1F8 U+1F1F4,🇸🇴,flag: Somalia,flag_Somalia
1768,U+1F1F8 U+1F1F7,🇸🇷,flag: Suriname,flag_Suriname
1769,U+1F1F8 U+1F1F8,🇸🇸,flag: South Sudan,flag_South_Sudan
1770,U+1F1F8 U+1F1F9,🇸🇹,flag: São Tomé & Príncipe,flag_São_Tomé_and_Príncipe
1771,U+1F1F8 U+1F1FB,🇸🇻,flag: El Salvador,flag_El_Salvador
1772,U+1F1F8 U+1F1FD,🇸🇽,flag: Sint Maarten,flag_Sint_Maarten
1773,U+1F1F8 U+1F1FE,🇸🇾,flag: Syria,flag_Syria
1774,U+1F1F8 U+1F1FF,🇸🇿,flag: Eswatini,flag_Eswatini
1775,U+1F1F9 U+1F1E6,🇹🇦,flag: Tristan da Cunha,flag_Tristan_da_Cunha
1776,U+1F1F9 U+1F1E8,🇹🇨,flag: Turks & Caicos Islands,flag_Turks_and_Caicos_Islands
1777,U+1F1F9 U+1F1E9,🇹🇩,flag: Chad,flag_Chad
1778,U+1F1F9 U+1F1EB,🇹🇫,flag: French Southern Territories,flag_French_Southern_Territories
1779,U+1F1F9 U+1F1EC,🇹🇬,flag: Togo,flag_Togo
1780,U+1F1F9 U+1F1ED,🇹🇭,flag: Thailand,flag_Thailand
1781,U+1F1F9 U+1F1EF,🇹🇯,flag: Tajikistan,flag_Tajikistan
1782,U+1F1F9 U+1F1F0,🇹🇰,flag: Tokelau,flag_Tokelau
1783,U+1F1F9 U+1F1F1,🇹🇱,flag: Timor-Leste,flag_Timor_Leste
1784,U+1F1F9 U+1F1F2,🇹🇲,flag: Turkmenistan,flag_Turkmenistan
1785,U+1F1F9 U+1F1F3,🇹🇳,flag: Tunisia,flag_Tunisia
1786,U+1F1F9 U+1F1F4,🇹🇴,flag: Tonga,flag_Tonga
1787,U+1F1F9 U+1F1F7,🇹🇷,flag: Turkey,flag_Turkey
1788,U+1F1F9 U+1F1F9,🇹🇹,flag: Trinidad & Tobago,flag_Trinidad_and_Tobago
1789,U+1F1F9 U+1F1FB,🇹🇻,flag: Tuvalu,flag_Tuvalu
1790,U+1F1F9 U+1F1FC,🇹🇼,flag: Taiwan,flag_Taiwan
1791,U+1F1F9 U+1F1FF,🇹🇿,flag: Tanzania,flag_Tanzania
1792,U+1F1FA U+1F1E6,🇺🇦,flag: Ukraine,flag_Ukraine
1793,U+1F1FA U+1F1EC,🇺🇬,flag: Uganda,flag_Uganda
1794,U+1F1FA U+1F1F2,🇺🇲,flag: U:S: Outlying Islands,flag_U_S_Outlying_Islands
1795,U+1F1FA U+1F1F3,🇺🇳,flag: United Nations,flag_United_Nations
1796,U+1F1FA U+1F1F8,🇺🇸,flag: United States,flag_United_States
1797,U+1F1FA U+1F1FE,🇺🇾,flag: Uruguay,flag_Uruguay
1798,U+1F1FA U+1F1FF,🇺🇿,flag: Uzbekistan,flag_Uzbekistan
1799,U+1F1FB U+1F1E6,🇻🇦,flag: Vatican City,flag_Vatican_City
1800,U+1F1FB U+1F1E8,🇻🇨,flag: St: Vincent & Grenadines,flag_St_Vincent_and_Grenadines
1801,U+1F1FB U+1F1EA,🇻🇪,flag: Venezuela,flag_Venezuela
1802,U+1F1FB U+1F1EC,🇻🇬,flag: British Virgin Islands,flag_British_Virgin_Islands
1803,U+1F1FB U+1F1EE,🇻🇮,flag: U:S: Virgin Islands,flag_U_S_Virgin_Islands
1804,U+1F1FB U+1F1F3,🇻🇳,flag: Vietnam,flag_Vietnam
1805,U+1F1FB U+1F1FA,🇻🇺,flag: Vanuatu,flag_Vanuatu
1806,U+1F1FC U+1F1EB,🇼🇫,flag: Wallis & Futuna,flag_Wallis_and_Futuna
1807,U+1F1FC U+1F1F8,🇼🇸,flag: Samoa,flag_Samoa
1808,U+1F1FD U+1F1F0,🇽🇰,flag: Kosovo,flag_Kosovo
1809,U+1F1FE U+1F1EA,🇾🇪,flag: Yemen,flag_Yemen
1810,U+1F1FE U+1F1F9,🇾🇹,flag: Mayotte,flag_Mayotte
1811,U+1F1FF U+1F1E6,🇿🇦,flag: South Africa,flag_South_Africa
1812,U+1F1FF U+1F1F2,🇿🇲,flag: Zambia,flag_Zambia
1813,U+1F1FF U+1F1FC,🇿🇼,flag: Zimbabwe,flag_Zimbabwe
1814,U+1F3F4 U+E0067 U+E0062 U+E0065 U+E006E U+E0067 U+E007F,🏴󠁧󠁢󠁥󠁮󠁧󠁿,flag: England,flag_England
1815,U+1F3F4 U+E0067 U+E0062 U+E0073 U+E0063 U+E0074 U+E007F,🏴󠁧󠁢󠁳󠁣󠁴󠁿,flag: Scotland,flag_Scotland
1816,U+1F3F4 U+E0067 U+E0062 U+E0077 U+E006C U+E0073 U+E007F,🏴󠁧󠁢󠁷󠁬󠁳󠁿,flag: Wales,flag_Wales
