"author","title","description","url","urlToImage","publishedAt","content","newsSite","title_description_content"
"Itxu Diaz","The Best Tweeter in History Died Decades Ago","Nicolás Gómez Dávila was a Colombian intellectual whose pithy and traditionalist wisdom can tell us much about our world today.
The post The Best Tweeter in History Died Decades Ago appeared first on The American Conservative.","https://www.theamericanconservative.com/articles/the-best-tweeter-in-history-died-decades-ago/","https://www.theamericanconservative.com/wp-content/uploads/2020/05/Nicolas-Davila.jpg","2020-05-18T20:35:46Z","Nicolás Gómez Dávila was a Colombian intellectual whose pithy and traditionalist wisdom can tell us much about our world today.The best advice for Twitter users was written back in the 20th century: … [+7108 chars]","the-american-conservative","The Best Tweeter in History Died Decades Ago Nicolás Gómez Dávila was a Colombian intellectual whose pithy and traditionalist wisdom can tell us much about our world today.
The post The Best Tweeter in History Died Decades Ago appeared first on The American Conservative. Nicolás Gómez Dávila was a Colombian intellectual whose pithy and traditionalist wisdom can tell us much about our world today.The best advice for Twitter users was written back in the 20th century: … [+7108 chars]"
"Casey Chalk","The Horny Hero in American Film","It’s time for Hollywood to champion better male heroes.
The post The Horny Hero in American Film appeared first on The American Conservative.","https://www.theamericanconservative.com/articles/the-horny-hero-in-american-film/","https://www.theamericanconservative.com/wp-content/uploads/2020/05/shutterstock_1460141627.jpg","2020-05-18T04:01:57Z","Its time for Hollywood to champion better male heroes.There is a fairly typical formula for the Hollywood male hero. He should be strong, handsome, and courageous, with a devil-may-care desire for th… [+6803 chars]","the-american-conservative","The Horny Hero in American Film It’s time for Hollywood to champion better male heroes.
The post The Horny Hero in American Film appeared first on The American Conservative. Its time for Hollywood to champion better male heroes.There is a fairly typical formula for the Hollywood male hero. He should be strong, handsome, and courageous, with a devil-may-care desire for th… [+6803 chars]"
"Joanna Williams","When COVID Hot Takes Are All About the Victim Class","For some, the crisis has provided the perfect opportunity to ramp up their identity-obsessed battles.
The post When COVID Hot Takes Are All About the Victim Class appeared first on The American Conservative.","https://www.theamericanconservative.com/articles/when-covid-hot-takes-are-all-about-the-victim-class/","https://www.theamericanconservative.com/wp-content/uploads/2020/05/dysphoria.png","2020-05-18T04:01:42Z","For some, the crisis has provided the perfect opportunity to ramp up their identity-obsessed battles.The coronavirus has exacted a terrible toll on human life. Our response, effectively shutting down… [+5495 chars]","the-american-conservative","When COVID Hot Takes Are All About the Victim Class For some, the crisis has provided the perfect opportunity to ramp up their identity-obsessed battles.
The post When COVID Hot Takes Are All About the Victim Class appeared first on The American Conservative. For some, the crisis has provided the perfect opportunity to ramp up their identity-obsessed battles.The coronavirus has exacted a terrible toll on human life. Our response, effectively shutting down… [+5495 chars]"
"Danny Sjursen","U.S. Regional Imperialism: Big Sticks, and Even Bigger Guns","Our history in Latin America is marked by arrogance, aggression, even mercenary violence. Is Venezuela any different?
The post U.S. Regional Imperialism: Big Sticks, and Even Bigger Guns appeared first on The American Conservative.","https://www.theamericanconservative.com/articles/farce-or-foreboding-venezuela-the-new-american-way-of-war/","https://www.theamericanconservative.com/wp-content/uploads/2020/05/big-stick.png","2020-05-18T04:01:41Z","Our history in Latin America is marked by arrogance, aggression, even mercenary violence. Is Venezuela any different?Uncle Sam doesnt have the best track record in Latin America. Few foreign policy e… [+11112 chars]","the-american-conservative","U.S. Regional Imperialism: Big Sticks, and Even Bigger Guns Our history in Latin America is marked by arrogance, aggression, even mercenary violence. Is Venezuela any different?
The post U.S. Regional Imperialism: Big Sticks, and Even Bigger Guns appeared first on The American Conservative. Our history in Latin America is marked by arrogance, aggression, even mercenary violence. Is Venezuela any different?Uncle Sam doesnt have the best track record in Latin America. Few foreign policy e… [+11112 chars]"
"William S. Smith","Time to Break up the FBI?","Its constant abuses, of which Michael Flynn is only the latest, show what a failed Progressive Era institution it really is. 
The post Time to Break up the FBI? appeared first on The American Conservative.","https://www.theamericanconservative.com/articles/time-to-break-up-the-fbi/","https://www.theamericanconservative.com/wp-content/uploads/2020/05/GettyImages-1203012366.jpg","2020-05-18T04:01:01Z","Its constant abuses, of which Michael Flynn is only the latest, show what a failed Progressive Era institution it really is. Fittingly, the Federal Bureau of Investigation (FBI) was founded by a gran… [+5618 chars]","the-american-conservative","Time to Break up the FBI? Its constant abuses, of which Michael Flynn is only the latest, show what a failed Progressive Era institution it really is. 
The post Time to Break up the FBI? appeared first on The American Conservative. Its constant abuses, of which Michael Flynn is only the latest, show what a failed Progressive Era institution it really is. Fittingly, the Federal Bureau of Investigation (FBI) was founded by a gran… [+5618 chars]"
"Ivan Eland","Tom Cotton Leads Way to Confrontation With China","Not letting a crisis go to waste, hawks are using COVID to challenge 'the pariah state.'
The post Tom Cotton Leads Way to Confrontation With China appeared first on The American Conservative.","https://www.theamericanconservative.com/articles/tom-cotton-leads-way-to-confrontation-with-china/","https://www.theamericanconservative.com/wp-content/uploads/2020/05/tom-cotton.jpg","2020-05-16T04:01:45Z","Not letting a crisis go to waste, hawks are using COVID to challenge 'the pariah state.'For decades, politicians have followed the maxim that Rahm Emanuel, Barack Obamas chief of staff, actually said… [+5922 chars]","the-american-conservative","Tom Cotton Leads Way to Confrontation With China Not letting a crisis go to waste, hawks are using COVID to challenge 'the pariah state.'
The post Tom Cotton Leads Way to Confrontation With China appeared first on The American Conservative. Not letting a crisis go to waste, hawks are using COVID to challenge 'the pariah state.'For decades, politicians have followed the maxim that Rahm Emanuel, Barack Obamas chief of staff, actually said… [+5922 chars]"
"John A. Burtka IV","Architects of American Carnage","Who cares what the Neocons think? They have no moral authority to police the bounds of allowable opinion.
The post Architects of American Carnage appeared first on The American Conservative.","https://www.theamericanconservative.com/articles/architects-of-american-carnage/","https://www.theamericanconservative.com/wp-content/uploads/2020/05/2-Johnny-screenshot.png","2020-05-16T04:01:23Z","Who cares what the Neocons think? They have no moral authority to police the bounds of allowable opinion.The banner of principled conservatism is now being carried by the architects of American carna… [+5205 chars]","the-american-conservative","Architects of American Carnage Who cares what the Neocons think? They have no moral authority to police the bounds of allowable opinion.
The post Architects of American Carnage appeared first on The American Conservative. Who cares what the Neocons think? They have no moral authority to police the bounds of allowable opinion.The banner of principled conservatism is now being carried by the architects of American carna… [+5205 chars]"
"William Anthony Hay","Wordsworth is Finally Getting His Revolutionary Props","A new biography shows how he broke with poetic conventions and pioneered innovative ways of thinking about the self and nature.
The post Wordsworth is Finally Getting His Revolutionary Props appeared first on The American Conservative.","https://www.theamericanconservative.com/articles/wordsworth-is-finally-getting-his-revolutionary-props/","https://www.theamericanconservative.com/wp-content/uploads/2020/05/Wordsworth.jpg","2020-05-16T04:01:08Z","A new biography shows how he broke with poetic conventions and pioneered innovative ways of thinking about the self and nature.Revolution covers all manner of things. Often describing political and s… [+9547 chars]","the-american-conservative","Wordsworth is Finally Getting His Revolutionary Props A new biography shows how he broke with poetic conventions and pioneered innovative ways of thinking about the self and nature.
The post Wordsworth is Finally Getting His Revolutionary Props appeared first on The American Conservative. A new biography shows how he broke with poetic conventions and pioneered innovative ways of thinking about the self and nature.Revolution covers all manner of things. Often describing political and s… [+9547 chars]"
"Kevin Boyd","The Next Stimulus Package Should Pay Americans Directly","No more bureaucratic nightmares. Personal checks until the pandemic ends is the only way to proceed.
The post The Next Stimulus Package Should Pay Americans Directly appeared first on The American Conservative.","https://www.theamericanconservative.com/articles/the-next-stimulus-package-should-pay-americans-directly/","https://www.theamericanconservative.com/wp-content/uploads/2020/05/GettyImages-1221870058.jpg","2020-05-15T18:27:11Z","No more bureaucratic nightmares. Personal checks until the pandemic ends is the only way to proceed.As the United States enters an economic downturn that rivals, if not surpasses, the Great Depressio… [+5458 chars]","the-american-conservative","The Next Stimulus Package Should Pay Americans Directly No more bureaucratic nightmares. Personal checks until the pandemic ends is the only way to proceed.
The post The Next Stimulus Package Should Pay Americans Directly appeared first on The American Conservative. No more bureaucratic nightmares. Personal checks until the pandemic ends is the only way to proceed.As the United States enters an economic downturn that rivals, if not surpasses, the Great Depressio… [+5458 chars]"
"Howard Husock","Appreciating Truck Drivers Through Truck-Drivin’ Songs","These road warriors have always been essential workers, but with technological innovation, could this be the end of the road?
The post Appreciating Truck Drivers Through Truck-Drivin’ Songs appeared first on The American Conservative.","https://www.theamericanconservative.com/articles/appreciating-truck-drivers-through-truck-drivin-songs/","https://www.theamericanconservative.com/wp-content/uploads/2020/05/trucker.jpg","2020-05-15T04:01:32Z","These road warriors have always been essential workers, but with technological innovation, could this be the end of the road?Thank God for truckers, President Trump said last month at a White House e… [+5875 chars]","the-american-conservative","Appreciating Truck Drivers Through Truck-Drivin’ Songs These road warriors have always been essential workers, but with technological innovation, could this be the end of the road?
The post Appreciating Truck Drivers Through Truck-Drivin’ Songs appeared first on The American Conservative. These road warriors have always been essential workers, but with technological innovation, could this be the end of the road?Thank God for truckers, President Trump said last month at a White House e… [+5875 chars]"
"Drew Johnson","Did One Man’s Ego Kill a $38B Merger and His Company’s Stock Prices?","How the merger of two of the country's largest natural gas companies turned out to be ill-fated.
The post Did One Man’s Ego Kill a $38B Merger and His Company’s Stock Prices? appeared first on The American Conservative.","https://www.theamericanconservative.com/articles/did-one-mans-ego-kill-a-38b-merger-and-his-companys-stock-prices/","https://www.theamericanconservative.com/wp-content/uploads/2020/05/GettyImages-862041368.jpg","2020-05-15T04:01:31Z","How the merger of two of the country's largest natural gas companies turned out to be ill-fated.A failed merger of two major energy pipeline companies is playing out like a daytime soap opera in a De… [+8296 chars]","the-american-conservative","Did One Man’s Ego Kill a $38B Merger and His Company’s Stock Prices? How the merger of two of the country's largest natural gas companies turned out to be ill-fated.
The post Did One Man’s Ego Kill a $38B Merger and His Company’s Stock Prices? appeared first on The American Conservative. How the merger of two of the country's largest natural gas companies turned out to be ill-fated.A failed merger of two major energy pipeline companies is playing out like a daytime soap opera in a De… [+8296 chars]"
"George D. O’Neill Jr.","The Illusion of ‘Free Markets’ and ‘Free Trade’","Our elites have been responding to incentives which are beneficial to their institutions (and China) but detrimental to America.
The post The Illusion of ‘Free Markets’ and ‘Free Trade’ appeared first on The American Conservative.","https://www.theamericanconservative.com/articles/the-illusion-of-free-markets-and-free-trade/","https://www.theamericanconservative.com/wp-content/uploads/2020/05/GettyImages-588160118-1024x683.jpg","2020-05-15T04:01:20Z","Our elites have been responding to incentives which are beneficial to their institutions (and China) but detrimental to America.We have come to a point in our nation’s public discourse where there is… [+6506 chars]","the-american-conservative","The Illusion of ‘Free Markets’ and ‘Free Trade’ Our elites have been responding to incentives which are beneficial to their institutions (and China) but detrimental to America.
The post The Illusion of ‘Free Markets’ and ‘Free Trade’ appeared first on The American Conservative. Our elites have been responding to incentives which are beneficial to their institutions (and China) but detrimental to America.We have come to a point in our nation’s public discourse where there is… [+6506 chars]"
"Helen Andrews","Banning School Prayer Made America More Secular","Societies don’t inevitably become less religious as they get richer, or more modern, or more urban.
The post Banning School Prayer Made America More Secular appeared first on The American Conservative.","https://www.theamericanconservative.com/articles/banning-school-prayer-made-america-more-secular/","https://www.theamericanconservative.com/wp-content/uploads/2020/05/GettyImages-515454462-1024x683.jpg","2020-05-15T04:01:04Z","Societies dont inevitably become less religious as they get richer, or more modern, or more urban.What is responsible for the decline of American religion? Its not your imagination. America really is… [+7495 chars]","the-american-conservative","Banning School Prayer Made America More Secular Societies don’t inevitably become less religious as they get richer, or more modern, or more urban.
The post Banning School Prayer Made America More Secular appeared first on The American Conservative. Societies dont inevitably become less religious as they get richer, or more modern, or more urban.What is responsible for the decline of American religion? Its not your imagination. America really is… [+7495 chars]"
"Mike Rivero","FBI Accidentally Unmasks Saudi Link To 9/11 Hijackers","It has been so long that we forget why Americans are so mistrustful of Saudi Arabia and its despotic monarchy. It’s not about oil, or their human rights, or even the dismemberment of journalist Jamal Khashoggi (though that all undoubtedly plays a part).
It’s …","https://www.theamericanconservative.com/state-of-the-union/fbi-accidentally-unmasks-saudi-link-to-9-11-hijackers/","https://www.theamericanconservative.com/wp-content/uploads/2020/05/hijackers.png","2020-05-14T09:45:39Z","Trump carries on the obstruction, as victims' families fight tooth and nail to expose the Kingdom's complicity.It has been so long that we forget why Americans are so mistrustful of Saudi Arabia and … [+5568 chars]","the-american-conservative","FBI Accidentally Unmasks Saudi Link To 9/11 Hijackers It has been so long that we forget why Americans are so mistrustful of Saudi Arabia and its despotic monarchy. It’s not about oil, or their human rights, or even the dismemberment of journalist Jamal Khashoggi (though that all undoubtedly plays a part).
It’s … Trump carries on the obstruction, as victims' families fight tooth and nail to expose the Kingdom's complicity.It has been so long that we forget why Americans are so mistrustful of Saudi Arabia and … [+5568 chars]"
"Daniel Larison","America, Kissinger, and the Overexpansion Trap","As a general rule, the more that hawks harp on the need to preserve U.S. “credibility,” the weaker their argument for armed aggression.
The post America, Kissinger, and the Overexpansion Trap appeared first on The American Conservative.","https://www.theamericanconservative.com/articles/america-kissinger-and-the-overexpansion-trap/","https://www.theamericanconservative.com/wp-content/uploads/2020/05/b2.png","2020-05-14T04:01:45Z","As a general rule, the more that hawks harp on the need to preserve U.S. credibility, the weaker their argument for armed aggression.We will fight them over there so we do not have to face them in th… [+8661 chars]","the-american-conservative","America, Kissinger, and the Overexpansion Trap As a general rule, the more that hawks harp on the need to preserve U.S. “credibility,” the weaker their argument for armed aggression.
The post America, Kissinger, and the Overexpansion Trap appeared first on The American Conservative. As a general rule, the more that hawks harp on the need to preserve U.S. credibility, the weaker their argument for armed aggression.We will fight them over there so we do not have to face them in th… [+8661 chars]"
"Barbara Boland","‘Zombie Neocon’: How This Iran Contra Architect Is Leading Trump Policy","Hawk Elliot Abrams, reborn as a U.S. envoy, is at the spear point of recent aggressive moves in Venezuela.
The post ‘Zombie Neocon’: How This Iran Contra Architect Is Leading Trump Policy appeared first on The American Conservative.","https://www.theamericanconservative.com/articles/zombie-neocon-how-this-iran-contra-architect-is-now-leading-trump-policy/","https://www.theamericanconservative.com/wp-content/uploads/2020/05/GettyImages-1139310522.jpg","2020-05-14T04:01:44Z","Hawk Elliot Abrams, reborn as a U.S. envoy, is at the spear point of recent aggressive moves in Venezuela.As we await answers on who funded the plot to use a handful of mercenaries and ex-Green Beret… [+7678 chars]","the-american-conservative","‘Zombie Neocon’: How This Iran Contra Architect Is Leading Trump Policy Hawk Elliot Abrams, reborn as a U.S. envoy, is at the spear point of recent aggressive moves in Venezuela.
The post ‘Zombie Neocon’: How This Iran Contra Architect Is Leading Trump Policy appeared first on The American Conservative. Hawk Elliot Abrams, reborn as a U.S. envoy, is at the spear point of recent aggressive moves in Venezuela.As we await answers on who funded the plot to use a handful of mercenaries and ex-Green Beret… [+7678 chars]"
"Addison Del Mastro","Kitchen Nightmares In The Restaurant Apocalypse of 2020","In food and business alike, perhaps perfection is overrated.
The post Kitchen Nightmares In The Restaurant Apocalypse of 2020 appeared first on The American Conservative.","https://www.theamericanconservative.com/articles/gordon-ramsay-kitchen-nightmares-in-the-restaurant-apocalypse-of-2020/","https://www.theamericanconservative.com/wp-content/uploads/2020/05/GettyImages-493237575-1024x681.jpg","2020-05-14T04:01:32Z","In food and business alike, perhaps perfection is overrated.Theres a television show worth watching as the coronavirus recession bears down on us. From 2007 to 2014, Fox aired Kitchen Nightmares, a r… [+10213 chars]","the-american-conservative","Kitchen Nightmares In The Restaurant Apocalypse of 2020 In food and business alike, perhaps perfection is overrated.
The post Kitchen Nightmares In The Restaurant Apocalypse of 2020 appeared first on The American Conservative. In food and business alike, perhaps perfection is overrated.Theres a television show worth watching as the coronavirus recession bears down on us. From 2007 to 2014, Fox aired Kitchen Nightmares, a r… [+10213 chars]"
"Doug Bandow","Time For a New National Defense Strategy","Domestic crises demand that America’s needs take priority over expensive social engineering schemes abroad.
The post Time For a New National Defense Strategy appeared first on The American Conservative.","https://www.theamericanconservative.com/articles/time-for-a-new-national-defense-strategy/","https://www.theamericanconservative.com/wp-content/uploads/2020/05/shutterstock_2723969.jpg","2020-05-14T04:01:13Z","Domestic crises demand that Americas needs take priority over expensive social engineering schemes abroad.The expense of policing the globe continues to increase as Americas relative economic dominan… [+10894 chars]","the-american-conservative","Time For a New National Defense Strategy Domestic crises demand that America’s needs take priority over expensive social engineering schemes abroad.
The post Time For a New National Defense Strategy appeared first on The American Conservative. Domestic crises demand that Americas needs take priority over expensive social engineering schemes abroad.The expense of policing the globe continues to increase as Americas relative economic dominan… [+10894 chars]"
"Bill Kauffman","Boldly Declaring That ‘I Am Alive and This is Where I Live’","On Josephine Young Case's 'After Midnight,' in which an entire town endures after cut off from the rest of the world.
The post Boldly Declaring That ‘I Am Alive and This is Where I Live’ appeared first on The American Conservative.","https://www.theamericanconservative.com/articles/boldly-declaring-that-i-am-alive-and-this-is-where-i-live/","https://www.theamericanconservative.com/wp-content/uploads/2020/05/shutterstock_143902714.jpg","2020-05-13T17:50:00Z","On Josephine Young Case's 'After Midnight,' in which an entire town endures after cut off from the rest of the world.Ill give the coronavirus this: it got me out of going to Buffalo to see the tourin… [+4893 chars]","the-american-conservative","Boldly Declaring That ‘I Am Alive and This is Where I Live’ On Josephine Young Case's 'After Midnight,' in which an entire town endures after cut off from the rest of the world.
The post Boldly Declaring That ‘I Am Alive and This is Where I Live’ appeared first on The American Conservative. On Josephine Young Case's 'After Midnight,' in which an entire town endures after cut off from the rest of the world.Ill give the coronavirus this: it got me out of going to Buffalo to see the tourin… [+4893 chars]"
"James Pinkerton","Chris Christie Speaks for the ‘Reasonable Risk’ Re-Openers","The former governor from the second-hardest hit state says we're going to take casualties no matter what we do.
The post Chris Christie Speaks for the ‘Reasonable Risk’ Re-Openers appeared first on The American Conservative.","https://www.theamericanconservative.com/articles/chris-christie-speaks-for-the-reasonable-risk-re-openers/","https://www.theamericanconservative.com/wp-content/uploads/2020/05/shutterstock_334556999.jpg","2020-05-13T04:01:59Z","The former governor from the second-hardest hit state says we're going to take casualties no matter what we do.Equating the current virus crisis to a war, former New Jersey governor Chris Christie ch… [+7303 chars]","the-american-conservative","Chris Christie Speaks for the ‘Reasonable Risk’ Re-Openers The former governor from the second-hardest hit state says we're going to take casualties no matter what we do.
The post Chris Christie Speaks for the ‘Reasonable Risk’ Re-Openers appeared first on The American Conservative. The former governor from the second-hardest hit state says we're going to take casualties no matter what we do.Equating the current virus crisis to a war, former New Jersey governor Chris Christie ch… [+7303 chars]"
"Peter Van Buren","The Absolutely Useless, Always Forgettable Secretary of State","In times of war and peace, whether it is Hillary or Mike, this is a post that wastes more time and money than it's worth.
The post The Absolutely Useless, Always Forgettable Secretary of State appeared first on The American Conservative.","https://www.theamericanconservative.com/articles/the-absolutely-useless-always-forgettable-secretary-of-state/","https://www.theamericanconservative.com/wp-content/uploads/2020/05/secretaries.png","2020-05-13T04:01:49Z","In times of war and peace, whether it is Hillary or Mike, this is a post that wastes more time and money than it's worth.Saying “Mike Pompeo” out loud feels odd, like mouthing the name of an old girl… [+8759 chars]","the-american-conservative","The Absolutely Useless, Always Forgettable Secretary of State In times of war and peace, whether it is Hillary or Mike, this is a post that wastes more time and money than it's worth.
The post The Absolutely Useless, Always Forgettable Secretary of State appeared first on The American Conservative. In times of war and peace, whether it is Hillary or Mike, this is a post that wastes more time and money than it's worth.Saying “Mike Pompeo” out loud feels odd, like mouthing the name of an old girl… [+8759 chars]"
"Matt Purple","A Pandemic of Know-Nothings","The coronavirus reminds us that the gap between what we think we know and what we actually do is enormous.
The post A Pandemic of Know-Nothings appeared first on The American Conservative.","https://www.theamericanconservative.com/articles/a-pandemic-of-know-nothings/","https://www.theamericanconservative.com/wp-content/uploads/2020/05/GettyImages-1208998832.jpg","2020-05-13T04:01:08Z","The coronavirus reminds us that the gap between what we think we know and what we actually do is enormous.St. Louis Federal Reserve watchers, rejoice! And yes, I’m talking to both of you. The St. Lou… [+8201 chars]","the-american-conservative","A Pandemic of Know-Nothings The coronavirus reminds us that the gap between what we think we know and what we actually do is enormous.
The post A Pandemic of Know-Nothings appeared first on The American Conservative. The coronavirus reminds us that the gap between what we think we know and what we actually do is enormous.St. Louis Federal Reserve watchers, rejoice! And yes, I’m talking to both of you. The St. Lou… [+8201 chars]"
"Bill Wirtz","The Chilling Return of ‘Papers Please’","So-called immunity passports would bring back the worst civil liberties abuses of the past and result in a crime wave.
The post The Chilling Return of ‘Papers Please’ appeared first on The American Conservative.","https://www.theamericanconservative.com/articles/the-chilling-return-of-papers-please/","https://www.theamericanconservative.com/wp-content/uploads/2020/05/shutterstock_1683298465.jpg","2020-05-13T04:01:03Z","So-called immunity passports would bring back the worst civil liberties abuses of the past and result in a crime wave.The coronavirus lockdown drags on, yet only a few fringe fanatics (and France, bu… [+4613 chars]","the-american-conservative","The Chilling Return of ‘Papers Please’ So-called immunity passports would bring back the worst civil liberties abuses of the past and result in a crime wave.
The post The Chilling Return of ‘Papers Please’ appeared first on The American Conservative. So-called immunity passports would bring back the worst civil liberties abuses of the past and result in a crime wave.The coronavirus lockdown drags on, yet only a few fringe fanatics (and France, bu… [+4613 chars]"
"Grayson Quay","No More Open Carrying at Political Protests","By all means, let's protect the Second Amendment. But let's also not enable a situation where tensions boil over and result in violence.
The post No More Open Carrying at Political Protests appeared first on The American Conservative.","https://www.theamericanconservative.com/articles/no-more-open-carrying-at-political-protests/","https://www.theamericanconservative.com/wp-content/uploads/2020/05/GettyImages-1210398909.jpg","2020-05-12T19:31:51Z","By all means, let's protect the Second Amendment. But let's also not enable a situation where tensions boil over and result in violence.When gun-toting protesters descended on the state capitol in Ri… [+6361 chars]","the-american-conservative","No More Open Carrying at Political Protests By all means, let's protect the Second Amendment. But let's also not enable a situation where tensions boil over and result in violence.
The post No More Open Carrying at Political Protests appeared first on The American Conservative. By all means, let's protect the Second Amendment. But let's also not enable a situation where tensions boil over and result in violence.When gun-toting protesters descended on the state capitol in Ri… [+6361 chars]"
"Patrick Buchanan","Would America Beat China in Cold War II?","Three decades of crusading misadventures have left this generation without the conviction that defeated the Soviets.
The post Would America Beat China in Cold War II? appeared first on The American Conservative.","https://www.theamericanconservative.com/buchanan/would-america-beat-china-in-cold-war-ii/","https://www.theamericanconservative.com/wp-content/uploads/2019/05/shutterstock_792494194.jpg","2020-05-12T18:30:47Z","Three decades of crusading misadventures have left this generation without the conviction that defeated the Soviets.Under fire for his handling of the coronavirus pandemic, President Donald Trump, hi… [+4839 chars]","the-american-conservative","Would America Beat China in Cold War II? Three decades of crusading misadventures have left this generation without the conviction that defeated the Soviets.
The post Would America Beat China in Cold War II? appeared first on The American Conservative. Three decades of crusading misadventures have left this generation without the conviction that defeated the Soviets.Under fire for his handling of the coronavirus pandemic, President Donald Trump, hi… [+4839 chars]"
"Joseph S. Laughon","Daniel Webster, Yankee National Conservative","What 'the forgotten man of American conservatism' has to say about current debates on the right
The post Daniel Webster, Yankee National Conservative appeared first on The American Conservative.","https://www.theamericanconservative.com/articles/daniel-webster-yankee-national-conservative/","https://www.theamericanconservative.com/wp-content/uploads/2020/05/shutterstock_1237926634.jpg","2020-05-12T04:01:53Z","What 'the forgotten man of American conservatism' has to say about current debates on the right.The American conservative movement has been struggling with an identity crisis since the 2016 election.… [+9206 chars]","the-american-conservative","Daniel Webster, Yankee National Conservative What 'the forgotten man of American conservatism' has to say about current debates on the right
The post Daniel Webster, Yankee National Conservative appeared first on The American Conservative. What 'the forgotten man of American conservatism' has to say about current debates on the right.The American conservative movement has been struggling with an identity crisis since the 2016 election.… [+9206 chars]"
"Arthur Bloom","Is the Trump Campaign Taking the Catholic Vote Seriously?","A brand new ""advisory group"" is not exactly an inspiring sign of their outreach to the faithful.
The post Is the Trump Campaign Taking the Catholic Vote Seriously? appeared first on The American Conservative.","https://www.theamericanconservative.com/articles/is-the-trump-campaign-taking-the-catholic-vote-seriously/","https://www.theamericanconservative.com/wp-content/uploads/2020/05/Screen-Shot-2020-05-11-at-5.42.15-PM.png","2020-05-12T04:01:26Z","A brand new ""advisory group"" is not exactly an inspiring sign of their outreach to the faithful.The “Catholics for Trump” advisory group launched a little over a month ago, and it is concerning both … [+4421 chars]","the-american-conservative","Is the Trump Campaign Taking the Catholic Vote Seriously? A brand new ""advisory group"" is not exactly an inspiring sign of their outreach to the faithful.
The post Is the Trump Campaign Taking the Catholic Vote Seriously? appeared first on The American Conservative. A brand new ""advisory group"" is not exactly an inspiring sign of their outreach to the faithful.The “Catholics for Trump” advisory group launched a little over a month ago, and it is concerning both … [+4421 chars]"
"Ryan Girdusky","The Coronavirus Could Create a New Populist Backlash","The public has a new appetite for challenging China and freezing immigration. Now Washington must respond.
The post The Coronavirus Could Create a New Populist Backlash appeared first on The American Conservative.","https://www.theamericanconservative.com/articles/the-coronavirus-could-create-a-new-populist-backlash/","https://www.theamericanconservative.com/wp-content/uploads/2020/05/shutterstock_1708609999.jpg","2020-05-12T04:01:18Z","The public has a new appetite for challenging China and freezing immigration. Now Washington must respond.The political establishment thought they could breathe a sigh of relief in 2020. Left-wing po… [+4621 chars]","the-american-conservative","The Coronavirus Could Create a New Populist Backlash The public has a new appetite for challenging China and freezing immigration. Now Washington must respond.
The post The Coronavirus Could Create a New Populist Backlash appeared first on The American Conservative. The public has a new appetite for challenging China and freezing immigration. Now Washington must respond.The political establishment thought they could breathe a sigh of relief in 2020. Left-wing po… [+4621 chars]"
"Daniel R. DePetris","Can Bernie Make Biden a Bro on Foreign Policy?","Will Sanders and the non-interventionists be able to penetrate the vice president's mostly status quo agenda?
The post Can Bernie Make Biden a Bro on Foreign Policy? appeared first on The American Conservative.","https://www.theamericanconservative.com/articles/can-bernie-make-biden-a-bro-on-foreign-policy/","https://www.theamericanconservative.com/wp-content/uploads/2020/05/bernie-1.jpg","2020-05-12T04:01:11Z","Military reformers on the Left are now trying to penetrate the vice president's mostly status quo agenda.If there is one indisputable fact in this crazy coronavirus world we live in, it is this: Joe … [+7924 chars]","the-american-conservative","Can Bernie Make Biden a Bro on Foreign Policy? Will Sanders and the non-interventionists be able to penetrate the vice president's mostly status quo agenda?
The post Can Bernie Make Biden a Bro on Foreign Policy? appeared first on The American Conservative. Military reformers on the Left are now trying to penetrate the vice president's mostly status quo agenda.If there is one indisputable fact in this crazy coronavirus world we live in, it is this: Joe … [+7924 chars]"
"Craig Trainor","Justice Alito Reminds Us How to Argue","In a recent Supreme Court decision, he took aim at our political culture's endless ad hominem attacks. We should listen.
The post Justice Alito Reminds Us How to Argue appeared first on The American Conservative.","https://www.theamericanconservative.com/articles/justice-alito-reminds-us-how-to-argue/","https://www.theamericanconservative.com/wp-content/uploads/2020/05/GettyImages-1157419590.jpg","2020-05-11T17:18:29Z","In a recent Supreme Court decision, he took aim at our political culture's endless ad hominem attacks. We should listen.Last month, the United States Supreme Court, in Ramos v. Louisiana, held that t… [+5402 chars]","the-american-conservative","Justice Alito Reminds Us How to Argue In a recent Supreme Court decision, he took aim at our political culture's endless ad hominem attacks. We should listen.
The post Justice Alito Reminds Us How to Argue appeared first on The American Conservative. In a recent Supreme Court decision, he took aim at our political culture's endless ad hominem attacks. We should listen.Last month, the United States Supreme Court, in Ramos v. Louisiana, held that t… [+5402 chars]"
"Daniel L. Davis","American Recovery Depends on Getting Out of Afghanistan","Trump is right to push the military to withdraw--so why don't they?
The post American Recovery Depends on Getting Out of Afghanistan appeared first on The American Conservative.","https://www.theamericanconservative.com/articles/american-recovery-depends-on-getting-out-of-afghanistan/","https://www.theamericanconservative.com/wp-content/uploads/2018/01/army1.jpg","2020-05-11T17:11:53Z","Reports surfaced recently that Trump has been privately pushing his senior military advisors to present a plan to end the war in Afghanistan and bring the troops home. The ostensible causal event is … [+4157 chars]","the-american-conservative","American Recovery Depends on Getting Out of Afghanistan Trump is right to push the military to withdraw--so why don't they?
The post American Recovery Depends on Getting Out of Afghanistan appeared first on The American Conservative. Reports surfaced recently that Trump has been privately pushing his senior military advisors to present a plan to end the war in Afghanistan and bring the troops home. The ostensible causal event is … [+4157 chars]"
